question_text,answer_text,source
Graham Kerr became famous under what nickname,Galloping Gourmet,General
What is the smallest Canadian province?,Prince Edward Island,General
Peridot is the birthstone for ______?,August,General
In 1896 1st modern Olympic Games officially opens in,Athens,General
"Before Finding Fame Under Another Name Which Girl Band Were Originally Known As ""The Colours""",The Bangles,General
What number does a heart denote on a Moroccan bank note,Five,General
What shape are playing cards in india,Round,General
"Whose epitaph reads ""He snatched the lightning from the skies and the sceptre from tyrants""",Benjamin franklin,General
What Was The Gang Name Of John Travolta And His Cohorts In The Movie Grease,The T-Birds,General
In which ocean or sea are the seychelles ,Indian ,General
Who played Norman Bates in the 1998 remake of 'Psycho' ,Vince Vaughn ,General
In York  its legal to kill a Scotsman (not Sunday) what weapon,Bow and Arrow,General
Who was the first female monster to appear on film,Bride of Frankenstein,General
Myanmar was known as _____________ until 1989.,Burma,General
How many years were between the creation of the Magna Carta and the American Declaration of Independence ?,561,General
In The 9 Weeks Following John Lennons Death He Spent 7 Weeks At No.1 What Novelty Single Interrupted His Run At The Top Of The Charts,Theres No-One Quite Like Grandma,General
"In the TV show ""The Simpsons"", who or what is Santa's Little Helper? ",Their Pet Dog ,General
"Who visited australia and new zealand, then surveyed the pacific coast of north america",Captain george vancouver,General
"A late-nineteenth-century French school of painting. It focused on transitory visual impressions, often painted directly from nature, with an emphasis on the changing effects of light and color.",Impressionism,General
In which country is Dominion Day celebrated,Canada,General
In What Sport Did Nolan Ryan Once Throw A Ball At A Record Speed Of 100.9 Miles Per Hour ,Baseball ,General
"The second longest suspension bridge in the world is the Ismit Bay, located where",Turkey,General
What Country Does Motor Racing's Jacques Villeneuve Come From? ,Canada ,General
Which tennis star wore denim shorts during matches?,Andre Agassi,General
Melons are made up of approximately what percentage of water,90,General
Who killed his grandfather with a quoit at the Larrisan games,Perseus,General
Which author wrote about the Cornish seaside boarding school Malory Towers?,Enid Blyton,General
If you were served crudit?s as a starter before your main meal what would you be eating? ,Sliced or shredded raw vegetables,General
Which red jelly is a traditional accompaniment to lamb? ,Redcurrant ,General
What would you do with a naked lady,Plant it – its Colchinium,General
"Their Most Famous Single Is ""Don't Fear"" Who Are They",Blue Oyster Cult,General
"What composer boasted ""I could set a laundry list to music""",Rossini,General
Which Disease Is Carried By The Tsetse Fly ,Sleeping Sickness ,General
Where Is The Worlds Biggets Lathe ,"In Rosherville South Africa, It Can Machine Components Wighing 300 Tonnes ",General
Name Mary Quant's shop that led the 60s fashion revolution,Bazaar,General
Which is the most populated state/territory in Australia?,New South Wales,General
"Which English Writer Divided His Novels Into 3 Categories, Novels Of Character & Environment, Romances & Fantasies & Novels Of Ingenuity ",Thomas Hardy ,General
What is the capital of nova scotia,Halifax,General
What is the capital of Panama,Panama city,General
What type of wine was Napoleons favourite,Burgundy Chambertin,General
From which phrase is the word Halloween Derived ,All Hallows Eve ,General
On what did Marley's ghostly face first appear to Scrooge in Dickens' A Christmas Carol ,A door knocker ,General
What Olympic event only takes place at 70 and 90 meters,Ski Jumping – official ramps,General
"Channels In 1978, whose music did Def Leppard like to cover in small clubs",Thin lizzy,General
John Downland was 16th century composer for which instrument,The Lute,General
Nazi secret police,Gestapo,General
What is Joeys favourite food in Friends,Sandwiches,General
In Which Year Did Pink Floyd Achieve Their Only No.1,1979 (Another Brick In The Wall),General
With what are camel hair brushes made,Squirrel hairs,General
Which Golfer Won Over $9 Million Prize Money In 2000 ,Tiger Woods ,General
In the Vietnam war what was the signal US to evacuate Saigon,Bing Crosby White Xmas on Radio,General
Who was the title character in The Merchant of Venice?,Antonio,General
What did Lorraine Chase famously advertise on TV,Campari,General
Which character was introduced in 'Super Street Fighter II'?,Cammy,General
Which group recorded the albums Regatta de Blanc and Ghost in the Machine,The police,General
What is the fear of step mother known as,Novercaphobia,General
What foreign country's phone book is alphabetized by first name,Iceland,General
Where does the u.s government keep it's supply of silver,West point academy,General
Which Animal Can Jump The Highest? ,The Whale ,General
What is the world's longest snake,Python,General
"While dangerous to swimmers, the fact remains that __________ are much less dangerous than sharks.",Barracudas,General
What is a group of this animal called: Swift,Flock,General
What was Blondies name before she married Dagwood,Boopadoop,General
In Horse Racing How Many Furlongs Are In A Mile? ,Eight ,General
What is sometimes referred to as Zulu time,Greenwich mean time,General
A young what is called a Cheeper,Grouse Partridge Quail,General
Which WW2 fighter-bomber did de Havilland's make out of wood,Mosquito,General
How many players are there in a men's lacrosse team,Ten,General
Are yabbies found in fresh or salt water,Fresh,General
What was Junko Tabei the first woman to reach,Summit of mount everest,General
Fatty Arbuckle was the first filmed recipient of what in 1913,Custard Pie,General
What is the capital of Burma,Rangoon,General
A myomancer predict the future by studying what,The shape of mice,General
Where was the first football world cup,Uraguay,General
Name The Band That Lost 4 Members In The Plane Crash That Killed Otis Redding,The Bar Kays,General
What 'IR' Does Michael Fish Say To His Wife When The Heavens Open On Christmas Day ,It's Reindeer ,General
"The current image of Santa Claus as a plump man with white beard and red and white tunic dates from a 1931 Advertising campaign, for which product ",Coca-Cola ,General
"In the 15th Century, in which ship did John Cabot sail to Canada",Matthew,General
What is Belgium's national Airline,Sabina,General
In ancient China what was hung outside a bad doctors house,Lantern for each dead patient,General
Illyngophobia is the fear of,Veritgo,General
In traditional wedding anniversaries what is given on the seventh,Wool,General
The base of the great pyramid of Egypt is large enough to cover how many football fields,10,General
"Which Artist Topped The Us Billboard Singles Chart, The Latino Singles & Album Chart All In The Same Week",Christina Aguilara,General
What is the Capital of: Iran,Tehran,General
What is the fastest racket sport - over 200 mph,Badminton,General
What Is Black Velvet ,A Mixture Of Stout & Champagne ,General
With what band was harvey schmidt,The fantasticks,General
Who's Autobiography Is Entitled “Catch A Fire”?,Mel B (Spice Girls),General
What liqueur is flavoured with the rind of bitter oranges,Cointreau,General
Where was it once against the law to have a pet dog,Iceland,General
What is the flower that stands for: self-esteem,Poet's narcissus,General
Who appeared on the first US postage stamps (both names),Washington - Franklin,General
Before Olive Oil met Popeye she was engaged to someone. Who was he,"Ham gravyzzcomment: olive oyl was wrong, jono82 said",General
What shoe brand were all 39 members of the Heaven's Gate cult wearing when they committed suicide in 1997,Nike,General
"Which Group Took ""My Perfect Cousin"" To No.9 At The Start Of The 80's",The Undertones,General
Who was lead singer and principal songwriter with the American pop group Bread,David gates,General
In which sport is the America's Cup awarded,Sailboat racing,General
What animal has red patches on its rear?,Mandrill,General
How many astronauts manned each Apollo flight?,Three,General
What profession has four times the average aids in USA,Catholic Priests,General
What is a cross between a blackberry and a raspberry,Tayberry,General
